No.;Time;Comment;Scramble;Date;P.1
305;3:26.080;;3Rw2 Dw' Bw Lw' R' Fw Lw2 Dw2 3Uw Bw2 3Rw Uw' L B R2 Rw' 3Uw D2 Rw 3Fw' F' Uw2 3Rw 3Fw2 3Uw2 Bw2 F2 Uw Dw2 L Dw2 3Rw2 L2 R2 3Fw2 U2 Lw 3Uw' U2 L' R2 F 3Rw' Lw2 B 3Rw' Dw2 3Uw2 D2 U' Bw U F2 Dw' F' Dw' L2 U' Fw Dw2 3Fw' Dw2 Rw2 U2 Rw2 3Fw Dw' Lw2 Fw' 3Rw 3Fw' U' Lw' Uw B2 Uw2 Rw' Dw2 L 3Uw';2024-08-20 15:43:10;3:26.080
306;2:52.198;;R' Uw Bw F2 Lw2 F' Rw2 F2 B' Bw2 Dw Bw 3Rw 3Uw' Uw Rw Bw' R2 Bw Fw' 3Fw' Uw Dw Rw2 Bw2 F' Fw' U 3Rw Dw2 3Fw2 Fw Lw2 Fw' F2 B2 Bw2 Lw' 3Rw U Fw2 L Bw L Lw' B' 3Uw2 U' D' 3Fw2 Rw F' L' B2 Fw2 R U' 3Uw' F' B2 D2 R 3Uw Lw2 Uw2 Bw B' L' B' Fw L U2 Dw' 3Uw' Rw D' Bw Dw2 3Rw 3Fw';2024-08-20 15:47:35;2:52.198
307;2:51.294;;F2 B' Rw2 U' 3Rw' Fw 3Rw2 R2 F2 Fw' Uw 3Uw2 Dw 3Fw' 3Rw2 L 3Fw' B Lw2 U B2 D Dw2 3Rw Uw' Fw' 3Uw' Bw R2 D Uw 3Rw2 D' Lw' D U2 Uw' B Fw2 3Fw Lw 3Rw2 F' Lw' D Lw Uw2 3Uw' D Fw' L2 F2 3Rw' Rw 3Fw Lw2 Bw2 Fw' F Dw2 Bw2 B2 Uw' L2 3Uw2 Bw2 Uw 3Uw2 Lw2 F2 Lw2 L' 3Fw2 Fw' 3Rw2 Fw Bw' Uw 3Fw2 3Uw;2024-08-20 15:51:42;2:51.294
308;2:40.279;;Fw' Dw 3Fw Lw Dw B' 3Fw Lw' Uw2 3Uw2 Rw Dw2 Fw' Uw F2 U2 B' 3Fw2 3Uw U2 B' Fw R Bw' Uw' U2 D2 3Uw Bw Fw2 L Lw2 U2 3Uw R2 D' R' 3Fw' L R2 Uw' Dw2 Rw2 3Fw2 Lw B' D' Lw' 3Rw F2 3Fw Uw Lw2 D2 Lw Dw2 Fw' U F2 R' Bw Fw2 R2 Bw 3Uw2 R2 D Uw2 L Rw R' Bw' L F2 Dw2 3Rw' Fw Lw Fw2 R;2024-08-20 15:55:38;2:40.279
309;2:56.846;;Uw2 3Uw' L' Lw 3Fw Bw' Uw2 Dw Bw2 3Fw D2 F2 3Fw 3Rw Fw Lw 3Fw Lw 3Fw2 Dw2 R2 F' B2 Bw R Fw B' L' B2 Lw' D' U' Uw' F' 3Fw Dw2 D F U2 Lw2 U' Rw2 U2 Bw2 U' 3Rw2 3Fw B2 3Rw L2 3Fw Dw Rw' 3Uw' B2 U Fw' B 3Rw' Fw' R' 3Fw2 Dw2 U2 3Fw Dw' F2 Uw2 L2 Dw' Rw2 F Lw Fw' Lw' 3Uw F' U' B Bw2;2024-08-20 15:59:17;2:56.846
310;2:33.893;;R Bw' Uw U2 Fw 3Fw' B F U F2 B Fw L' Fw Lw Bw Dw' Lw U' 3Uw2 3Rw2 3Fw2 Uw 3Rw Dw 3Uw' L' 3Fw D' L2 3Uw' Rw U Dw' L 3Fw2 Rw2 B2 L 3Rw' Uw' 3Rw' R' 3Uw' Rw Lw D2 R' 3Rw2 Fw' F L Dw B 3Fw2 3Rw' L' 3Uw' F Rw' 3Fw 3Rw 3Fw2 Lw Rw U' R' Uw' B' Bw2 R' Rw' 3Rw2 3Fw R2 D' Rw B2 R2 Rw;2024-08-20 16:10:43;2:33.893
311;2:54.815;;L Fw2 Lw L2 Dw 3Rw' Fw B' F' Rw Lw U Rw L U' 3Rw Dw' L 3Uw D' U Bw2 Dw2 3Fw' 3Rw' Uw2 3Rw' R2 Dw2 Fw U Dw2 Rw F2 Dw' Rw' Fw2 F' 3Uw Uw D' L 3Rw2 3Fw' 3Uw' Rw U' Bw' L' 3Uw Lw2 L' 3Uw' Dw2 Fw D2 Fw D2 Fw2 3Fw2 Dw' R' D2 Rw B2 Lw' Bw' B' R2 D2 Bw 3Fw' 3Rw' Lw U2 R' Dw' R2 U2 3Rw2;2024-08-20 16:14:19;2:54.815
312;2:58.037;;L R2 F Dw' Rw R' L2 D' Rw' L2 Uw2 3Rw' B' D' U 3Uw' B R' Lw' Dw2 B2 Lw 3Rw Fw' 3Fw L' Fw2 R' Rw' L' F2 3Fw2 Lw2 3Rw' Fw B2 3Rw Uw2 Dw2 Fw' F Lw U2 B2 Dw2 Uw' Fw 3Rw' Bw' R Bw' Lw' F D Fw2 Bw' D L2 Dw' D2 Lw2 L D2 U2 Bw2 Rw 3Uw 3Fw2 3Rw2 L2 Dw Rw B 3Uw2 L' U Lw Bw2 Dw2 F;2024-08-20 16:34:14;2:58.037
313;2:40.610;;Lw D 3Fw Uw' R Uw 3Fw Uw2 3Fw' B Dw2 R Bw Fw' F2 D 3Fw2 Bw2 3Rw' D L R' U2 3Uw' F2 Bw 3Rw Fw 3Rw2 D B' D2 3Fw' Uw2 L' Uw Fw2 B2 D2 Uw' L' U2 3Uw' L Lw F' L2 Rw D2 Fw' Bw U Rw2 3Uw' R 3Fw2 B' Lw Rw' Dw 3Rw2 B L2 Dw2 Rw 3Rw B2 L2 D2 U R2 3Uw2 Lw D2 Dw 3Rw2 Dw2 Uw2 3Fw' Dw2;2024-08-20 16:42:31;2:40.610
314;2:21.820;;D' F' R2 Fw U F L Uw' Fw2 U2 Uw2 D2 Dw L R' Rw' D2 F Uw 3Rw' R' 3Fw D' Lw2 U B2 U' 3Fw2 U 3Uw B' Bw2 Fw' F2 Dw Rw L2 F' Bw' D2 3Rw 3Fw Fw' L' Dw' 3Fw Bw2 Rw2 Fw2 3Fw' Dw2 Bw' Uw Lw Bw' Dw2 Bw' Lw2 Rw2 U' 3Uw B2 R Rw2 Uw B L B2 3Uw' U D L2 Dw 3Fw F B Bw2 3Rw Dw B2;2024-08-20 16:46:46;2:21.820
315;2:17.034;;D' Uw2 U2 3Fw D2 Lw2 L' Bw F' Dw2 Fw' 3Fw2 Lw 3Fw' R2 Lw' Bw' Fw' Uw2 F' Bw2 Lw' F' Fw B2 3Fw 3Uw2 Bw' Fw Lw' Uw2 B 3Rw2 Bw F' Rw2 Fw' Uw2 3Rw U2 Lw2 U Dw' Bw2 3Rw' F2 Lw 3Uw' D2 L2 Dw' 3Uw R2 Lw Fw' Bw' Rw' Bw' D2 Bw2 Dw Rw2 F2 L U Dw Uw2 L B2 F U' D2 Lw' F Dw' B' D' B' Uw' 3Uw;2024-08-20 16:50:34;2:17.034
316;2:26.129;;B' 3Rw R' U2 B' U' D Fw D F Uw 3Uw2 F2 3Fw2 Dw' D Lw' Uw2 B 3Rw2 Rw' Lw2 Dw' U2 L Fw 3Fw' B' U L Dw2 Rw2 F' Bw2 L2 Bw2 Dw' Bw Lw' 3Uw2 F' Lw' 3Fw B Lw Uw 3Rw 3Fw Rw2 Dw' B' R2 B' 3Rw2 3Uw Rw2 Dw' Lw Dw' F' 3Rw 3Uw2 3Rw R2 Uw2 Dw L Bw2 Uw2 3Uw2 Rw' Fw Rw' D' F' Bw' 3Fw2 D' L2 3Rw';2024-08-20 16:54:15;2:26.129
317;2:27.954;;Fw Lw 3Uw' L2 3Uw Uw 3Fw' L2 Uw2 D2 Bw Rw2 F 3Fw' Dw Fw Bw2 U 3Uw2 R 3Fw L2 Rw2 Lw Fw' Dw R' 3Uw' U2 B L2 U2 Uw2 B2 D Rw2 F R2 Rw2 U2 Fw2 3Uw2 D2 Lw2 Bw2 Rw' D 3Rw2 Lw' Fw2 D2 3Fw' Fw2 D 3Uw' Lw' 3Rw 3Uw' Dw' R2 3Uw2 Uw Bw2 Fw D B' F' Uw' Rw' 3Uw' Dw2 D2 Lw2 F Rw2 B 3Fw' Rw' D2 3Uw;2024-08-20 17:02:07;2:27.954
318;2:53.904;;R 3Fw2 Dw' Fw D 3Fw D2 Fw2 Lw F' L' Bw2 R2 Bw B2 R' L Dw2 Uw Rw' Bw2 Lw2 3Rw R 3Fw2 Fw' L' Dw2 D 3Rw' Lw 3Uw B' Dw2 3Uw' 3Rw Rw Dw2 Uw' D' B' L 3Uw' D Uw' Rw U2 3Rw' U Uw' Dw 3Rw2 Rw2 L2 R2 Fw2 3Uw' Dw Bw2 Fw L F Lw' F' R2 3Rw2 Rw' L Lw 3Uw2 F 3Rw R Bw' Dw2 Rw2 Bw D Bw2 Dw';2024-08-20 17:06:45;2:53.904
319;2:54.995;;3Fw 3Uw Bw B2 3Uw R' Uw D2 Fw2 U2 Lw2 D' L F 3Rw Dw B L2 F Uw2 Bw B' 3Rw2 D Bw 3Fw F2 D 3Uw2 Rw' 3Rw2 Uw2 Lw 3Rw' Bw Lw' Rw 3Uw2 F' Lw' Uw' R D' B 3Fw' F R2 Lw' Dw R' Uw F 3Uw' U Fw 3Uw' 3Rw F' 3Uw2 L' Bw R' 3Rw Lw2 Uw Bw D' F Lw 3Fw D2 3Rw R' Bw 3Fw2 3Rw2 Bw Uw U Lw';2024-08-20 18:23:56;2:54.995
320;2:45.032;;U L F' U2 D' Lw2 Rw2 D' Fw F' 3Fw' Uw' Lw2 R2 U' Lw B' F' Rw2 Uw Lw' Dw2 3Rw2 L' U Uw2 Bw' Lw L B2 3Rw U2 B2 Bw U' F' D 3Fw Rw R2 L2 Bw' B Fw' Dw2 Uw' F 3Rw2 Rw Dw' 3Fw2 L2 3Uw2 Uw2 L 3Uw' Lw2 U' Bw2 Rw2 U2 Dw2 Uw L D Fw2 3Fw Dw B2 Rw2 3Rw2 3Uw' 3Fw Rw Dw U' B L' Bw' D;2024-08-20 18:29:07;2:45.032
321;2:30.245;;L Bw 3Fw Uw' Lw Uw' B' F 3Uw U D2 Uw' Fw Bw 3Rw2 3Uw2 Fw 3Rw Dw2 L 3Rw2 Fw' 3Rw D B Dw2 Bw' Lw2 3Uw D' U F2 U' L Bw Uw R Uw2 3Rw' Bw Dw' B2 L Lw' Bw2 U2 F2 Rw' F2 3Fw2 3Uw Lw' Uw2 Lw2 Dw2 L B Dw2 U2 3Uw2 3Fw' F' Lw R Dw' Rw' 3Uw' D B' 3Rw Rw' Dw 3Uw' 3Rw Bw 3Rw' Rw' D Dw' Lw;2024-08-20 18:33:09;2:30.245
322;2:28.541;;Lw' L 3Uw L' Fw2 U2 R2 L2 3Rw' 3Uw D L 3Uw L2 R' 3Rw2 Uw U Rw Dw2 Rw' U' Uw' L2 3Uw' Uw' Fw Rw Fw' Uw B2 U 3Rw 3Fw' R L D Fw2 Lw' L' Rw2 R U' F2 L 3Rw' Uw' L2 3Uw Fw' 3Fw' 3Rw' Fw F' R2 L2 Lw2 Dw' R2 Rw' Dw2 U' Rw2 D2 L2 Bw' Fw' 3Rw' R' D2 3Rw B2 Rw U2 3Rw Bw' 3Rw Lw Uw' F';2024-08-20 18:36:59;2:28.541
323;2:38.235;;L2 Dw Uw 3Uw' Lw Bw2 U 3Fw' Dw2 Bw' 3Uw 3Rw Uw 3Rw' D' 3Rw2 3Fw2 Dw' R Dw' Fw Uw B' Dw Lw' R2 B2 F2 3Uw' 3Rw Uw2 R2 Lw2 3Uw' Fw2 Rw2 F2 Dw U2 Bw U' Bw Fw 3Rw' Dw' 3Fw 3Uw F Lw Bw2 Uw' D2 F 3Rw2 L' Uw 3Rw' F2 3Fw2 Uw' L' F' Bw2 B Uw' 3Rw2 Fw D Bw' F' 3Fw' Rw2 3Rw' U Bw Lw2 B2 Fw2 Uw2 Bw;2024-08-20 18:40:39;2:38.235
324;2:46.839;;L Lw 3Fw2 3Rw' B' 3Fw Rw2 Bw2 Fw' U Bw U' 3Rw2 U' Dw2 B L D F' 3Rw' 3Fw' 3Rw2 Lw' Bw Lw' 3Uw2 L2 Dw U2 B2 Fw2 U' Dw Rw2 D' 3Rw Lw R2 B' Dw Bw2 Lw Rw Dw' B Lw Bw2 3Uw' U L 3Uw U2 3Rw Fw 3Uw Uw2 R Lw 3Uw B Uw2 Dw2 Bw Fw' Dw2 D' U' Rw' U2 R2 Uw U2 3Rw 3Fw2 Dw' Bw2 Uw B2 L' F';2024-08-20 18:44:52;2:46.839
325;3:02.229;;Rw' Bw U2 R2 L' Dw Rw 3Rw' 3Fw R2 3Fw' 3Rw' D 3Uw2 3Rw U Bw2 Uw D2 L' 3Rw2 Lw D' 3Rw R' Rw2 3Uw Lw' D U' Uw' Dw' Fw Rw R2 Fw F2 Lw Uw2 F' 3Rw' U' Rw' B Bw2 Uw2 3Uw2 Fw2 Uw' 3Fw Uw' Bw' Lw' B' Uw' U2 R2 Dw 3Fw2 Dw F2 3Rw' Uw' 3Uw' Lw2 U Dw2 Rw2 D2 B Dw2 B' 3Fw2 R2 B2 3Fw' 3Uw' Lw D2 Fw;2024-08-20 18:49:12;3:02.229
326;2:39.879;;B' 3Rw Fw2 Bw2 F' 3Fw' B2 L' Lw2 Bw U' F L2 Dw' Uw' Lw2 R' Dw' Lw2 R2 Fw R Rw' Fw' 3Fw2 Dw' L2 R2 Rw2 Fw2 Rw' Uw2 3Uw L' 3Rw Lw2 F R' F' Uw D' U' Bw2 3Uw2 F L' B2 Lw 3Fw R2 Uw' Rw U2 3Uw 3Rw F' Lw 3Fw2 D2 3Rw' F Uw' 3Rw' Dw2 U Uw Fw' Bw2 B2 Uw2 Rw' D 3Uw' 3Rw' Rw2 Dw D' Rw2 L' R;2024-08-20 18:53:28;2:39.879
327;2:27.126;;Bw2 F R D2 Rw Bw2 3Rw' Lw2 L2 3Uw Fw 3Uw' Fw' B' 3Uw' Bw2 Lw2 U2 Bw U2 L' F2 3Rw2 D 3Rw2 B' Uw' R2 3Uw Dw2 Fw' Rw R Lw2 3Uw2 R2 F Fw' 3Rw 3Uw' B' 3Fw Fw R2 D' U' B' 3Uw' Lw' 3Rw2 Bw2 B' D R2 Fw2 U' 3Rw' L2 3Uw2 Fw2 L' 3Uw' L2 3Uw L2 Rw' Lw' R 3Rw' B F L Lw' Dw' Lw U L Uw2 3Fw R2;2024-08-20 18:57:08;2:27.126
328;2:37.750;;Rw2 U2 Fw2 R' L' 3Rw2 3Uw2 Bw' 3Uw2 Dw 3Rw2 Rw' Lw' 3Uw Dw 3Rw' B2 Bw Fw' 3Rw2 D F U R' Fw' 3Rw R Dw' Rw' Fw U2 F' Rw2 U' 3Rw2 Rw' Lw L R Fw2 D2 Rw2 L' 3Uw' Fw' 3Fw2 D' 3Uw2 B F2 Uw Bw' D Lw' 3Rw Dw' 3Fw Dw2 3Fw 3Uw' U2 3Fw' Dw B' D' Rw D' B Rw' Uw2 U' Bw 3Rw2 3Fw' Fw2 Dw' 3Fw2 Uw2 B' 3Uw';2024-08-20 19:00:49;2:37.750
329;2:53.656;;R2 U2 3Fw Lw 3Fw2 F' Rw2 F' L2 Rw' F 3Uw2 Dw' D' 3Fw2 U R' 3Uw' F2 Uw Bw L' B' 3Fw 3Rw' Rw Dw2 3Fw' U2 Rw' Fw2 R2 U 3Fw' B2 Lw' B 3Fw2 U 3Fw Lw' 3Uw R2 D' Dw2 L' Lw D' Rw' Fw2 L2 Fw2 Dw' Uw' R2 Dw 3Rw2 F D 3Uw2 R Dw' Fw L' B' Fw2 Dw Rw2 Lw' 3Fw Bw B U2 3Rw2 3Fw' D' 3Rw' F2 Bw2 L';2024-08-20 19:04:50;2:53.656
330;3:04.663+;;Rw2 3Fw Rw 3Uw' Rw2 D' 3Rw2 F Dw2 F Fw' R2 3Rw' L Uw2 Fw' Bw 3Uw' Uw' U Dw2 Rw D' Fw B' D' Uw2 Bw' 3Uw U2 Lw 3Fw2 Uw B' R Fw2 3Uw2 R' Dw2 D 3Uw Fw' 3Uw2 3Rw2 Bw 3Rw2 L 3Fw2 Uw2 Dw' 3Rw 3Uw R 3Rw2 Dw U Fw 3Rw' 3Uw2 Uw2 Bw Lw2 3Uw' Dw2 Lw2 Rw2 3Rw2 3Fw U2 R Rw2 3Rw2 Dw' Lw 3Fw2 B' Lw2 F2 Fw2 R';2024-08-20 19:09:10;3:02.663
331;2:40.472;;3Fw2 Dw2 L R' Lw' D2 L' F Fw Dw2 Uw' D2 Rw' B F' Dw' 3Rw2 Rw2 3Uw' Fw D' Rw' Fw' F Uw Rw Dw' Bw2 3Fw Lw2 Bw' D' R' Lw Fw Lw2 Rw' Fw2 D' Uw L2 D2 Lw D' Lw2 Fw2 Dw2 3Rw' Rw 3Fw' D2 F 3Uw2 F' Rw2 3Fw2 3Uw' F' D L 3Fw2 Dw Fw R2 Dw2 3Fw2 3Rw Rw' R F Fw2 Rw U' L2 B2 3Rw' F2 D Dw Bw';2024-08-20 19:17:14;2:40.472
332;2:46.866;;Dw2 3Rw' U' F2 Uw 3Uw' Fw' Rw 3Rw 3Fw' R Dw' B' Bw D' L Bw D' Lw2 3Uw 3Fw B' 3Uw D B L' Dw' Rw2 3Uw2 F' R B2 Dw' B Uw' Dw' 3Rw2 L2 Fw' R2 B' D2 Dw2 R2 Lw' B' U2 B' Fw2 Bw U R2 L2 Lw' Rw2 Bw2 D 3Uw Lw D2 Rw2 D U2 R' Lw2 L U2 B Rw Dw2 D' 3Fw2 Rw' U 3Fw2 3Rw2 3Fw' Rw L 3Rw;2024-08-20 19:21:20;2:46.866
333;2:55.610;;Fw 3Rw F' U2 Rw R L' Uw2 D Bw2 Fw2 L' 3Uw 3Rw' 3Uw2 D' Rw Uw' D Fw Dw2 3Uw' D' Bw' R' Uw U' Fw R L2 Uw' F2 Bw2 3Fw2 Dw2 L D Uw2 Bw 3Uw2 Rw2 R2 U2 3Rw 3Fw2 U' B' R Uw L2 3Fw2 Uw B 3Uw' Uw2 Lw U 3Rw2 3Uw Fw' Bw' Uw2 D' Bw2 3Fw' U' Uw Bw' Rw' 3Rw' 3Fw B Uw2 Bw' Fw' Lw' R' Uw Fw 3Uw2;2024-08-25 17:35:57;2:55.610
334;2:52.787;;3Fw' 3Rw2 Lw2 Fw2 Lw2 Dw' 3Fw 3Uw Lw' Dw' U' L' Dw2 Rw2 B U2 D' Bw2 Lw2 Fw2 3Fw2 B2 Uw Dw Lw2 3Uw Rw2 L' F2 Rw 3Fw2 3Uw2 R2 L2 U D' Fw2 Lw 3Rw' D2 Dw' Rw2 Fw2 U2 Dw2 R2 Bw B2 3Fw Rw 3Uw' L' Dw2 3Uw2 3Fw' L' B' Rw2 U' L' Dw U Uw' D 3Fw F' U' D' F D' Rw F' B2 Bw Lw U' Rw2 D2 L Dw';2024-08-25 17:39:54;2:52.787
335;2:35.470;;Uw 3Uw' Lw' B2 Lw2 Dw R L U Dw' Fw2 L' D2 Uw2 R Lw B Fw R' Lw 3Uw2 F2 Lw D2 Uw Lw2 3Fw2 Uw Lw' L2 U' Rw' Fw' 3Fw2 L Uw2 B2 R' Rw' Lw2 B2 D2 Fw Dw' F Dw' Uw Lw' D2 R2 D2 Lw' D' B' Lw2 Rw Fw B' 3Rw2 D2 B' 3Rw Uw Bw2 R' L2 Dw' U2 F' 3Uw L' 3Uw2 F Lw Rw D2 U' 3Fw Dw' Fw;2024-08-25 18:11:54;2:35.470
336;3:06.126;;Fw' Dw2 F' Uw' D2 3Rw B' 3Rw 3Uw Lw U Fw2 B' Dw 3Fw F Uw2 L' Lw Rw2 Bw U2 Bw Lw F2 3Uw' Rw U Dw' 3Uw2 Bw Fw2 Lw' Rw B' L2 U' Fw2 Uw L U' L F' Uw2 U2 3Fw' Fw2 Bw2 Lw' U 3Uw' Fw' Dw U' Uw2 Fw Lw' U Uw' F Dw' L Dw' Uw2 R' Dw L' 3Rw' Dw 3Uw2 D Rw2 D' 3Uw' 3Fw' D2 Fw U Bw' Rw;2024-08-25 20:47:40;3:06.126
337;2:39.226;;R2 U Bw 3Fw2 L B2 Dw Bw Dw2 Lw2 Uw2 Rw' L U D2 3Rw L2 Dw' B 3Rw 3Fw' Lw Bw' F2 Uw' 3Fw' Uw2 Lw' B' F Fw' Bw2 Rw Lw' U2 3Uw2 L2 3Fw2 D F' 3Fw 3Rw2 3Uw Rw Bw' D2 Fw2 3Rw Uw 3Fw' Fw' L2 3Rw' 3Uw' Rw2 R2 3Rw2 B2 Fw' Rw Fw2 Dw L D2 B 3Fw2 L2 Lw2 Fw2 R2 U' 3Uw Fw 3Uw' U' Fw Rw' F Uw U2;2024-08-25 20:51:39;2:39.226
338;2:45.490;;R2 3Uw' 3Rw' B2 U' L R B' U' D' Fw Bw' Uw2 Bw' F2 B2 Lw' Fw' 3Rw 3Fw Bw2 F2 D2 Dw2 R2 Dw2 D2 Uw' L2 B Uw2 Rw2 3Rw Uw R F2 D2 Lw2 3Rw U' 3Uw2 Bw2 Rw' D2 Lw2 Dw2 Bw R2 D' 3Uw2 3Fw' F U' Dw2 Fw' 3Rw' F Dw2 Rw L2 U B2 3Uw2 U' Dw L2 B F' R D 3Rw U' Rw' Uw2 B2 Lw' Rw R2 U2 Rw2;2024-08-25 20:55:35;2:45.490
339;2:25.956;;D B Uw B2 3Uw2 3Rw' Lw Uw' 3Rw' Lw' U2 R' Uw U' 3Fw' Lw' L 3Uw' Rw2 Bw' 3Uw Dw Bw2 R Fw Lw U' Bw2 U' Uw Bw' F' 3Fw Lw R2 U' Lw' R Rw 3Fw' B2 F' Rw' Uw2 3Uw L Rw2 Fw' 3Fw Lw R' Dw' R' L' U2 Rw' Uw Bw' R 3Uw2 3Fw' L2 B Dw L' 3Uw2 3Rw2 U' Lw' Dw' Rw2 Fw Dw 3Fw2 Uw' D' Dw' Bw2 B2 Rw2;2024-08-25 20:59:18;2:25.956
340;2:37.389;;3Rw Fw2 D' Dw 3Rw' L2 Uw Dw F2 L' F' 3Uw2 3Rw U2 3Uw Rw' D' Bw D Dw' Uw2 3Uw Bw2 F' U' Uw2 L2 B 3Fw2 Bw L2 Lw Dw2 B2 U' Rw' Uw2 3Rw' Dw' D' L2 F2 D U' 3Rw2 Rw 3Uw R 3Rw2 Fw' Lw 3Rw' 3Uw' L 3Rw2 Rw2 Fw' B' Lw2 3Rw' Fw2 U2 B' Lw2 3Rw' 3Fw Fw B2 Rw' B 3Uw' Dw' 3Rw' R2 Lw' Fw2 3Fw2 Bw2 B' Lw';2024-08-25 21:02:45;2:37.389
341;3:30.577;;Rw' L' 3Fw Lw2 3Rw Fw2 R L2 F D Dw' Bw Dw2 Rw U' Bw' Rw' D L' B2 Uw R' Bw' 3Uw2 3Fw Rw' 3Uw2 F' L2 Dw2 Uw' D' R L' Uw' B R Lw L' D' L' 3Rw2 3Fw' 3Rw2 F2 R2 F2 Fw Bw2 Rw2 Uw B' Fw' F 3Rw2 Uw2 F2 D2 Uw Fw 3Fw' Uw2 R Dw 3Uw' 3Rw2 Lw' Bw2 3Uw' 3Fw2 3Rw' L' Bw F' 3Fw Dw' 3Uw Fw2 F' Bw';2024-08-25 21:06:40;3:30.577
342;3:15.109;;R' Uw Rw D U L Lw Rw' Bw F D 3Rw Rw' 3Fw' Fw' 3Rw2 3Uw' Uw2 Bw Uw2 Rw' L2 3Fw Dw2 Fw' Lw' 3Rw' B' 3Uw' Fw' 3Fw 3Rw2 Fw2 Uw' Lw F R 3Uw2 Fw' 3Fw2 Dw' 3Uw2 Uw2 U Rw' Bw 3Uw' Dw2 U L' U2 L2 3Rw2 B F U' Uw2 Dw 3Rw2 R2 Uw' Fw2 Lw Fw2 F' B' L' D F 3Uw Bw' F Lw2 3Rw2 Bw' Lw Bw' L' U Uw';2024-08-25 21:12:00;3:15.109
343;3:20.540;;3Fw' B2 3Rw' Fw2 3Fw' Bw2 3Uw2 U' L2 Fw' Lw' L2 Fw2 Dw2 Uw2 B2 Lw2 Rw' 3Uw B2 L2 Bw 3Rw' B U' B F2 L' 3Fw2 B' Dw' D' B' Lw Dw Uw' L2 Bw 3Uw2 Bw' Dw Uw Fw Bw' 3Rw' U2 L2 F' Fw2 L U2 3Fw Rw 3Rw 3Fw Lw 3Fw2 F 3Uw2 Bw2 3Rw2 F D' Rw 3Uw U 3Fw U 3Rw2 U L' D Fw2 3Rw' L2 U F2 Lw2 R' Fw;2024-08-25 21:17:20;3:20.540
344;2:49.788;;U' Bw2 Uw2 B2 Dw' D2 U' Rw Bw B2 Fw R2 Lw Fw2 Uw Rw' Lw Fw' R' 3Uw' F Uw2 Rw' Fw Uw L B2 U' Bw Fw R2 L D R2 Uw' Lw 3Uw2 U F2 U2 L2 Dw2 B' Rw' U' Bw L' 3Uw' R2 Fw2 L2 U' L2 Bw' B2 L' D2 F' Dw L2 R 3Fw' Dw Bw2 R2 U2 3Rw Fw' Rw2 B2 3Fw2 R' 3Fw' Rw 3Fw' 3Rw' F' Fw' D' B;2024-08-28 12:24:34;2:49.788
345;3:11.807;;Bw2 R2 Lw2 Rw2 B' Uw D L' Rw F2 Uw2 F' Dw' 3Rw D Bw' Uw' B D' Fw L R 3Rw' Dw2 Rw Fw2 U2 Bw2 F Uw' 3Fw U Lw L' B 3Uw' Bw' Rw' R2 D L Uw U' D' 3Fw Fw' R D2 Uw2 3Rw2 Dw Fw2 F 3Rw Rw Lw' R2 Fw' D2 3Fw' F' Uw Bw2 Fw B' F Uw2 Rw 3Uw' Lw' 3Uw' R' Uw Fw L2 Bw' 3Fw R L' 3Rw2;2024-08-28 16:02:24;3:11.807
346;2:48.972;;R B 3Rw' Bw U Rw' R2 L' 3Rw' 3Fw2 U F2 Lw' L2 F' B D' L2 3Rw' D2 L2 F2 R' B 3Rw F 3Rw2 B2 U2 L R' F R' Uw 3Uw' Lw B Dw' 3Fw2 Uw2 3Uw Fw' 3Uw' 3Fw' Rw2 Dw2 3Uw' Rw' 3Rw' D' L Uw2 D2 Lw2 Fw2 D Fw Uw' D' Lw 3Rw' F' Uw2 3Fw R Lw2 Rw' 3Rw' F R2 3Uw Rw2 Uw' B2 R2 3Uw2 Uw 3Fw2 U' D';2024-08-28 16:17:16;2:48.972
347;2:59.552+;;3Fw2 Dw' Bw2 Fw' L D2 3Uw Rw D L' Lw' R2 Fw' L' Lw 3Fw' Uw2 3Rw' L2 F L2 F' Lw' U' D' L' D' U' Rw' D 3Uw2 F2 Fw Uw D2 Fw2 3Fw R2 Rw2 Dw' 3Fw' Uw 3Uw L Dw' F2 R2 Rw2 Lw' 3Rw' B U 3Rw Dw2 B' Fw2 3Uw R' Rw 3Rw B' U 3Fw' D Bw2 F Lw L' F L Bw Dw' L Bw2 Lw' 3Fw' F 3Rw' Uw' 3Fw';2024-08-28 16:22:41;2:57.552
348;2:54.204;;Uw Rw 3Fw' Rw2 B' 3Fw' 3Uw' B 3Fw Dw2 D2 3Uw B2 Dw2 Uw2 Lw' B2 Dw2 3Fw2 Lw2 Fw' B' Bw' U2 Fw Dw' R' F2 3Fw2 Lw' Uw' Rw2 D' B2 Rw2 F2 3Uw' F L2 F 3Rw2 R' Uw2 3Fw' B L2 Uw' Bw' L' F U 3Rw' B D Rw U Lw' Rw 3Rw' Uw 3Uw B' Dw2 L' Rw2 3Uw' 3Rw2 3Fw' L2 B2 Dw D Lw' Fw2 U' F' D' Dw2 Lw2 Dw;2024-08-28 16:26:44;2:54.204
